numero_solicitacao,razaoSocial,nomeFantasia,cnpjSemTraco,maiorAtraso,margemBrutaAcumulada,percentualProtestos,primeiraCompra,prazoMedioRecebimentoVendas,titulosEmAberto,valorSolicitado,status,definicaoRisco,diferencaPercentualRisco,percentualRisco,dashboardCorrelacao,valorAprovado,dataAprovadoEmComite,periodoBalanco,ativoCirculante,passivoCirculante,totalAtivo,totalPatrimonioLiquido,endividamento,duplicatasAReceber,estoque,faturamentoBruto,margemBruta,periodoDemonstrativoEmMeses,custos,anoFundacao,intervaloFundacao,capitalSocial,restricoes,empresa_MeEppMei,scorePontualidade,limiteEmpresaAnaliseCredito,dataAprovadoNivelAnalista
6333,Dr. Michael Alexander,Arthur Edwards,TOHO31771417077241,2,0.508195069,0,2014-02-13T00:00:00,0,0,20000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0,20000,,,,,,,,,,683641,0,12,0,2006,De 11 a 16 anos,5000,FALSE,FALSE,1,8140,2020-11-13T19:31:02
6334,Amelia Townsend,Denis Moore,MYYV37249842146008,8,0.474659777,0,2017-09-04T00:00:00,0,26392.5,500000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0.996835436,160000,,2019-12-31T03:00:00,11548787,2709429,11588761,8879331,0,7241963,735491,7999503,6203976,12,1795527,2013,De 6 a 10 anos,250000,FALSE,FALSE,0.972302733,238994,2020-11-13T19:27:13
6335,Mr. Francis Johnson,Billy Steele,WTQX32730459076604,2,0.609757595,0,2018-11-22T00:00:00,0,0,100000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
6336,Mr. Henry Elliott,Nicola Hall,GSWG19265262433138,5,0.40508729,0,2018-06-13T00:00:00,52,46501.19,87000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0,30000,,,,,,,,,,354600,295780,12,58820,2002,Acima de 17 anos,0,FALSE,TRUE,1,11891,2020-11-13T19:33:56
6337,Maria Dodd,Stewart Robinson,XMKU54502851595177,3,0.549016306,0,2011-09-15T00:00:00,0,0,30000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,30000,,,,,,,,,,1633037,0,12,0,1996,Acima de 17 anos,300000,FALSE,FALSE,1,117956,2020-11-13T19:43:24
6338,Karen Manning,Gavin Coleman,WHQL39719346986330,28,0,,2011-08-08T11:28:00,0,0,3000000,AprovadoAnalista,De 11 a 30 % - Baixo,0.696428571,0.303571429,-0.961985288,2370000,,2019-12-31T09:00:00,210677908,119671915,231851188,2922551,4809000,135330309,44444561,58718236,20010469,12,38707767,2005,De 11 a 16 anos,2000000,FALSE,FALSE,0,0,2020-11-13T19:39:24
6339,Daniel Shepherd,Charles Hughes,NXRJ16458301617069,19,0,,2009-05-30T11:49:31,0,0,9300000,DocumentacaoReprovada,De 11 a 30 % - Baixo,0.714285714,0.285714286,0.750772915,,,2019-12-31T03:00:00,210677908,119671915,231851188,111207844,4722551,135330309,44444561,642151149,215273375,12,426877774,2008,De 11 a 16 anos,2000000,FALSE,FALSE,0,0,
6340,Dr. Joe Heath,Abdul Macdonald,FNQU36599137788591,4,0,,2020-09-22T11:18:13,0,0,2300000,AprovadoAnalista,De 11 a 30 % - Baixo,0.803571429,0.196428571,0,2300000,,2019-12-31T03:00:00,210677908,119671915,231851188,1112078444,3870000,135330309,44444561,642151149,215273375,12,426877774,2019,De 0 a 5 anos,2000000,FALSE,FALSE,0,0,2020-11-13T19:41:00
6341,Dr. Damien Thomas,Anna Khan,QIRX80210037936439,25,0.329891727,0,2017-04-24T00:00:00,0,0,70000,AprovadoAnalista,De 11 a 30 % - Baixo,0.821428571,0.178571429,0.735930493,70000,,2019-12-31T00:00:00,7230015,47822,7267141,6866893,0,4318274,152891,2972579,1436891,12,1535688,2007,De 11 a 16 anos,150000,FALSE,TRUE,1,0,2020-11-13T19:45:23
6342,Margaret Mitchell,Judith Davies,VXLS83863341548865,14,0.524758693,0,2007-11-29T00:00:00,141,115033.33,60000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,-0.866025404,60000,,2020-10-31T03:00:00,138690105,58642293,227101527,169092213,6280139,63337128,52942643,189095178,62954518,10,126140660,1998,Acima de 17 anos,13358197,FALSE,FALSE,0.972413415,2630628,2020-11-13T20:03:56
6343,Ms. Lauren Short,William Hart,UBND25917509975623,3,0.512615315,0,2019-01-31T00:00:00,114,765000,950000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,950000,,2020-06-30T03:00:00,18301137,8023367,18301137,10277769,0,6982942,3625534,21535245,7235384,6,14299861,2018,De 0 a 5 anos,1000000,FALSE,FALSE,1,388000,2020-11-13T19:58:31
6344,Daniel Shepherd,Charles Hughes,NXRJ16458301617069,19,0,,2009-05-30T11:49:31,0,0,9300000,AprovadoAnalista,De 11 a 30 % - Baixo,0.714285714,0.285714286,0.750772915,6500000,,2019-12-31T03:00:00,210677908,119671915,231851188,111207844,4722551,135330309,44444561,642151149,215273375,12,426877774,2008,De 11 a 16 anos,2000000,FALSE,FALSE,0,0,2020-11-13T20:10:47
6345,Bryan White-Fox,Terry Carter,LLWH30252956271441,27,0.491824914,0,2008-09-10T00:00:00,63,2836656,4000000,EmAnaliseDocumentacao,De 11 a 30 % - Baixo,0.75,0.25,0.854998631,,,2020-08-31T03:00:00,79683519,47631937,85424820,32074090,9189530,34153512,35340154,179041759,70856728,8,108185031,2005,De 11 a 16 anos,728407,FALSE,FALSE,0.99150478,12834634,
6346,Bryan White-Fox,Terry Carter,LLWH30252956271441,27,0.491824914,0,2008-09-10T00:00:00,63,2836656,4000000,AprovadoComite,De 11 a 30 % - Baixo,0.75,0.25,0.854998631,3000000,2020-11-16T16:29:03,2020-08-31T03:00:00,79683519,47631937,85424820,32074090,9189530,34153512,35340154,179041759,70856728,8,108185031,2005,De 11 a 16 anos,728407,FALSE,FALSE,0.99150478,12834634,
6347,Thomas Allen,Linda Cook,AMTY32020615312575,4,0.43480236,0,2015-09-16T00:00:00,27,20838.54,100000,EmAnaliseDocumentacao,De 11 a 30 % - Baixo,0.839285714,0.160714286,0,,,2020-06-30T03:00:00,2437912,790495,2444687,1432244,0,262938,1009434,1968864,750174,6,1218690,2015,De 0 a 5 anos,40000,FALSE,FALSE,1,13690,
6348,Thomas Allen,Linda Cook,AMTY32020615312575,4,0.43480236,0,2015-09-16T00:00:00,27,20838.54,100000,AprovadoAnalista,De 11 a 30 % - Baixo,0.839285714,0.160714286,0,100000,,2020-06-30T03:00:00,2437912,790495,2444687,1432244,0,262938,1009434,1968864,750174,6,1218690,2015,De 0 a 5 anos,40000,FALSE,FALSE,1,13690,2020-11-16T15:11:16
6349,Wayne Jordan,Alexander Saunders,ZCUQ06778542593361,24,0.394443112,0,2013-09-11T00:00:00,15,144651.38,450000,EmAnaliseDocumentacao,De 11 a 30 % - Baixo,0.714285714,0.285714286,-0.175182621,,,2020-07-31T03:00:00,34029789,6255978,34257887,24947617,148664,26159109,2483809,34212141,16309174,7,17902967,2006,De 11 a 16 anos,500000,FALSE,FALSE,0.849942365,178000,
6350,Wayne Jordan,Alexander Saunders,ZCUQ06778542593361,24,0.394443112,0,2013-09-11T00:00:00,15,144651.38,450000,AprovadoAnalista,De 11 a 30 % - Baixo,0.714285714,0.285714286,-0.175182621,450000,,2020-07-31T03:00:00,34029789,6255978,34257887,24947617,148664,26159109,2483809,34212141,16309174,7,17902967,2006,De 11 a 16 anos,500000,FALSE,FALSE,0.849942365,178000,2020-11-16T15:12:15
6351,Bryan White-Fox,Terry Carter,LLWH30252956271441,27,0.491824914,0,2008-09-10T00:00:00,63,2836656,4000000,EmAnaliseDocumentacao,De 11 a 30 % - Baixo,0.75,0.25,0.854998631,,,2020-08-31T03:00:00,79683519,47631937,85424820,32074090,9189530,34153512,35340154,179041759,70856728,8,108185031,2005,De 11 a 16 anos,728407,FALSE,FALSE,0.99150478,12834634,
6352,Toby Jackson,Abbie Jenkins,EPKW92701739707387,5,0.443867667,0,2014-07-10T00:00:00,341,30000,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,30000,,2020-07-31T00:00:00,175980000,258515000,373500000,86461000,168856000,74267000,86539000,84754000,74129000,7,10625000,2000,Acima de 17 anos,0,FALSE,FALSE,1,0,2020-11-16T15:14:38
6353,Toby Jackson,Abbie Jenkins,EPKW92701739707387,5,0.443867667,0,2014-07-10T00:00:00,341,30000,50000,EmAnaliseDocumentacao,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,,,2020-07-31T00:00:00,175980000,258515000,373500000,86461000,168856000,74267000,86539000,84754000,74129000,7,10625000,2000,Acima de 17 anos,0,FALSE,FALSE,1,0,
6354,Mr. Francis Johnson,Billy Steele,WTQX32730459076604,2,0.609757595,0,2018-11-22T00:00:00,0,0,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,30000,,,,,,,,,,2369242,0,12,0,2011,De 6 a 10 anos,100000,FALSE,FALSE,1,62100,2020-11-16T15:20:10
6355,Wayne Jordan,Alexander Saunders,ZCUQ06778542593361,24,0.394443112,0,2013-09-11T00:00:00,15,144651.38,450000,EmAnaliseDocumentacao,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,0.849942365,,
6356,Bryan White-Fox,Terry Carter,LLWH30252956271441,27,0.491824914,0,2008-09-10T00:00:00,63,2836656,4000000,EmAnaliseDocumentacao,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,0.99150478,,
6357,Carolyn Hill,Tony Cooper-Clarke,NBXE63082525418389,5,0.460146996,0,2016-04-20T00:00:00,30,462717.79,370000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,-0.768161907,370000,,2019-12-31T03:00:00,8677386,4053661,9683541,1277473,5152406,4457149,3274958,20421216,9434729,12,10986487,2003,Acima de 17 anos,801000,FALSE,FALSE,1,495000,2020-11-16T15:21:22
6358,Bryan White-Fox,Terry Carter,LLWH30252956271441,27,0.491824914,0,2008-09-10T00:00:00,63,2836656,4000000,EmAnaliseDocumentacao,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,0.99150478,,
6359,Bryan White-Fox,Terry Carter,LLWH30252956271441,27,0.491824914,0,2008-09-10T00:00:00,63,2836656,4500000,EmAnaliseDocumentacao,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,0.99150478,,
6360,Mr. Henry Elliott,Nicola Hall,GSWG19265262433138,5,0.40508729,0,2018-06-13T00:00:00,52,46501.19,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0,30000,,2019-12-31T06:00:00,433119,64737,743980,679242,0,0,263846,354600,295780,12,58820,2002,Acima de 17 anos,0,FALSE,TRUE,1,11891,2020-11-16T15:21:50
6361,Bryan White-Fox,Terry Carter,LLWH30252956271441,27,0.491824914,0,2008-09-10T00:00:00,63,2836656,4500000,EmAnaliseDocumentacao,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,0.99150478,,
6362,Victoria Smith,Ms. Jemma Roberts,XVTC97650951609322,26,0.468917992,0,2020-05-25T00:00:00,19,340109.96,400000,AprovadoAnalista,De 31 a 50 % - Médio,0.535714286,0.464285714,0,400000,,,,,,,,,,0,0,1,0,2015,De 0 a 5 anos,80000,FALSE,TRUE,1,54000,2020-11-16T15:33:59
6363,Benjamin Taylor,Marc Bibi-Jones,PUUH03862903170490,13,0.219400279,0,2013-05-17T00:00:00,33,5832,1200000,AprovadoAnalista,De 51 a 80 % - Alto,0.482142857,0.517857143,-0.745302014,1200000,,,,,,,,,,0,0,1,0,2008,De 11 a 16 anos,220000,FALSE,TRUE,0.999686785,60200,2020-11-16T16:54:14
6364,Miss Olivia Charlton,Martin Horton,LAOH78168410122240,10,0.390872154,0,2014-11-06T00:00:00,0,0,30000,AprovadoAnalista,De 11 a 30 % - Baixo,0.696428571,0.303571429,0.802648387,30000,,,,,,,,,,1556668,0,12,0,2000,Acima de 17 anos,10000,FALSE,TRUE,1,11100,2020-11-16T15:22:24
6365,Dr. Jeffrey Riley,Andrew Rhodes,LVSP73316539709194,23,0.523278229,0,2019-07-16T00:00:00,0,0,15000,ReprovadoAnalista,De 51 a 80 % - Alto,0.357142857,0.642857143,0,,,2019-12-31T00:00:00,300223,400688,320872,-79816,0,0,294650,663441,0,12,0,2013,De 6 a 10 anos,100000,TRUE,TRUE,1,0,
6366,Kate Blackburn,Gareth Hussain,YIQH62542186185688,2,0.560710386,0,2018-08-23T00:00:00,55,5400,40000,AprovadoAnalista,De 31 a 50 % - Médio,0.642857143,0.357142857,0,40000,,,,,,,,,,9223754,0,12,0,2015,De 0 a 5 anos,0,FALSE,TRUE,1,60200,2020-11-16T15:22:39
6367,Jayne Conway,Thomas Miles,XEVT15916765618148,3,0.61803155,0,2020-09-02T00:00:00,0,0,100000,AprovadoAnalista,De 31 a 50 % - Médio,0.535714286,0.464285714,0,70000,,,,,,,,,,0,0,1,0,2017,De 0 a 5 anos,100000,FALSE,TRUE,1,29700,2020-11-16T16:52:59
6368,Mrs. Andrea Ward,Jennifer Howard,MBUB27367617219459,0,0,,,0,0,20000,ReprovadoAnalista,De 11 a 30 % - Baixo,0.785714286,0.214285714,0,,,2019-12-31T00:00:00,3777522,1042658,4190258,2465366,367869,1948276,1173632,4359161,1960746,12,2398415,2000,Acima de 17 anos,300000,FALSE,TRUE,0,85775,
6369,Leigh Butler,Kyle Bull,NTKO21813251683839,18,0.627505787,0,2019-04-11T00:00:00,24,34920,20000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
6370,Amber Hopkins-Carr,Dr. Frederick Wright,UVJA03993311901207,76,0.614271319,0,2016-11-23T00:00:00,0,0,50000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,0.959677797,,
6371,Ellie Ingram,Dennis Glover-Collins,YZJO60211728166336,0,0.609313726,0,2018-12-26T00:00:00,0,0,50000,AprovadoAnalista,De 31 a 50 % - Médio,0.642857143,0.357142857,0,20000,,,,,,,,,,810931,0,8,0,2013,De 6 a 10 anos,100000,FALSE,TRUE,1,54000,2020-11-16T16:52:08
6372,Dominic Crawford,Mr. Vincent Ellis,DVIH23999077329746,4,0.423585778,0,2017-02-16T00:00:00,3,5075.2,70000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.964285714,0.035714286,0,70000,,2019-12-31T03:00:00,8817559,699061,9796870,9097808,0,1985467,2544300,18790402,6632690,12,12157712,1998,Acima de 17 anos,300000,FALSE,FALSE,1,587400,2020-11-16T20:05:48
6373,Lawrence Howells,Dr. Lauren Robinson,XRLO31769338652429,0,0,,2020-09-03T16:41:37,0,0,170000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.910714286,0.089285714,0,170000,,2019-12-31T03:00:00,1118886000,523360000,1875589,863917000,611566000,528542000,407080000,1523427000,779788000,12,743639000,1966,Acima de 17 anos,440077657,FALSE,FALSE,0,35535864,2020-11-16T20:06:09
6374,Dominic Walsh,Mr. Wayne Riley,YJQG25517353578203,5,0.613947689,0,2014-02-27T00:00:00,0,0,55000,AprovadoAnalista,De 11 a 30 % - Baixo,0.732142857,0.267857143,0.866025404,55000,,2019-12-31T03:00:00,4453664,8781128,6514537,-2374209,1917260,0,4399601,14942300,5455181,12,9487119,1996,Acima de 17 anos,40000,FALSE,FALSE,1,284800,2020-11-16T20:07:41
6375,Mrs. Andrea Ward,Jennifer Howard,MBUB27367617219459,34,0.248667476,0,2016-08-30T00:00:00,253,109200,15000,AprovadoAnalista,De 31 a 50 % - Médio,0.589285714,0.410714286,-0.804269252,18000,,2019-12-31T00:00:00,3777522,1042658,4190258,2465366,367869,1948276,1173632,4359161,0,12,0,2000,Acima de 17 anos,300000,FALSE,TRUE,0.40950778,85775,2020-11-16T20:08:05
6376,Bryan Jones,Bethany Ball,BFVP13849213385427,4,0.479469218,0,2006-06-21T00:00:00,18,54535.26,90000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.910714286,0.089285714,0,50000,,2019-12-31T03:00:00,551493,225850,551493,267781,42886,133560,108133,1853472,441060,12,1412412,2003,Acima de 17 anos,10000,FALSE,FALSE,1,19980,2020-11-16T20:12:04
6377,Mohammad Barnett,Jonathan Webb,JUDS85528877776222,32,0.578498227,0,2018-05-22T00:00:00,0,137676.67,120000,AprovadoAnalista,De 31 a 50 % - Médio,0.660714286,0.339285714,0.866025404,120000,,2019-12-31T03:00:00,4104488,3606968,5925394,300649,807531,1116015,2829685,23734313,11307288,12,12427025,2017,De 0 a 5 anos,1500000,FALSE,FALSE,1,284800,2020-11-16T20:09:30
6378,Hilary Rogers-Wilkinson,Caroline Owen,EVNS09080962180875,93,0.344474739,0,2017-02-13T00:00:00,0,0,10000,AprovadoAnalista,De 31 a 50 % - Médio,0.553571429,0.446428571,0.866025404,5000,,,,,,,,,,85098,0,6,0,2015,De 0 a 5 anos,62900,FALSE,FALSE,1,14800,2020-11-16T20:12:20
6379,Amber Hopkins-Carr,Dr. Frederick Wright,UVJA03993311901207,76,0.614271319,0,2016-11-23T00:00:00,0,0,50000,AprovadoAnalista,De 31 a 50 % - Médio,0.660714286,0.339285714,0.912541576,50000,,,,,,,,,,2786636,0,12,0,2016,De 0 a 5 anos,20000,FALSE,FALSE,0.959677797,2640,2020-11-16T20:13:08
6380,Ms. Rebecca Stephens,Mohamed Davies,KNUX53036411167067,404,0.569286462,0,2016-07-28T00:00:00,0,0,10000,AprovadoAnalista,De 31 a 50 % - Médio,0.625,0.375,-0.988237116,10000,,,,,,,,,,946991,0,12,0,2016,De 0 a 5 anos,20000,FALSE,FALSE,0.716714046,720,2020-11-16T20:13:41
6381,Leigh Butler,Kyle Bull,NTKO21813251683839,18,0.627505787,0,2019-04-11T00:00:00,24,34920,20000,EmAnaliseDocumentacao,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
6382,Leigh Butler,Kyle Bull,NTKO21813251683839,18,0.627505787,0,2019-04-11T00:00:00,24,34920,50000,AprovadoAnalista,De 51 a 80 % - Alto,0.446428571,0.553571429,0.866025404,15000,,,,,,,,,,158431,0,3,0,2018,De 0 a 5 anos,95400,FALSE,TRUE,1,5280,2020-11-16T20:14:16
6383,Marilyn Mann,Aimee Wallace,GVJP21936786113792,0,0,,,0,0,100000,AprovadoAnalista,De 11 a 30 % - Baixo,0.839285714,0.160714286,0,100000,,2019-12-31T03:00:00,17601622,12487224,18034895,641459,0,6877741,6701318,20442472,5465069,12,14977403,1978,Acima de 17 anos,500000,FALSE,TRUE,0,2359794,2020-11-16T21:21:46
6384,Paige Bird,Annette Gray,JCGH90118730892740,0,0,0,,0,0,20000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,0,,
6385,Leon Storey,Ms. Lesley Scott,EUIJ63865707068916,2,0.369782261,0,2018-12-06T00:00:00,0,0,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0,40000,,,,,,,,,,3242255,0,12,0,2011,De 6 a 10 anos,20000,FALSE,FALSE,1,52800,2020-11-16T21:32:23
6386,Paige Bird,Annette Gray,JCGH90118730892740,0,0,0,,0,0,20000,AprovadoAnalista,De 31 a 50 % - Médio,0.625,0.375,0,10000,,,,,,,,,,2369242,0,10,0,2019,De 0 a 5 anos,100000,FALSE,TRUE,0,48600,2020-11-17T14:08:03
6387,Kelly Henderson,Laura Holden,MNTE58109921623830,5,0.640239648,0,2018-04-05T00:00:00,0,0,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,4.00E-16,40000,,,,,,,,,,3972905,0,12,0,2005,De 11 a 16 anos,35000,FALSE,FALSE,1,66000,2020-11-17T14:08:37
6388,Ashley Hunter-Alexander,Mr. Ryan Smith,RAHN59501225825134,0,0.321813197,0,2018-07-27T00:00:00,27,22026.66,150000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.910714286,0.089285714,0,150000,,2019-12-31T03:00:00,487548000,148685000,711824000,373829000,10833000,260867000,195599000,985702000,288816000,12,696886000,2009,De 11 a 16 anos,349071000,FALSE,FALSE,1,77154768,2020-11-17T14:14:58
6389,Jacqueline Wall,Olivia Gibbons,IESQ27539837937956,2,0.419294732,0,2017-02-09T00:00:00,46,4995.69,45000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,45000,,2019-12-31T00:00:00,848895,27478,915655,888176,0,811108,31211,3172054,1168017,12,2004037,2016,De 0 a 5 anos,300000,FALSE,FALSE,1,11100,2020-11-17T14:18:34
6390,Shirley Lowe,Miss Charlotte Williams,CZVI32324183545921,3,0.493986499,0,2017-12-04T00:00:00,0,0,10000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0,10000,,,,,,,,,,0,0,1,0,2009,De 11 a 16 anos,6300000,FALSE,FALSE,1,2823806,2020-11-17T14:23:54
6391,Declan Hall-Phillips,Aimee Cooper,RPIW31490472382571,14,0.518908083,0,2017-09-18T00:00:00,18,4819.37,25000,AprovadoAnalista,De 11 a 30 % - Baixo,0.803571429,0.196428571,0,25000,,2018-12-31T00:00:00,0,0,0,0,0,0,0,2620126,0,12,0,2005,De 11 a 16 anos,0,FALSE,TRUE,1,77400,2020-11-17T14:22:47
6392,Hayley Khan,Lisa Holmes,NIYG64677692759467,15,0.305270619,0,2010-04-14T00:00:00,0,0,200000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,-0.910112046,180000,,2019-12-31T03:00:00,6595651,1233835,7684787,6200619,250333,3379769,1837927,14139075,8321188,12,5817887,2008,De 11 a 16 anos,3000000,FALSE,FALSE,0.80052023,43000,2020-11-17T14:45:37
6393,Harriet Morris,Rhys Hunter-Ali,VKNF43743744930700,11,0.219624858,0,2012-08-09T00:00:00,0,0,30000,ReprovadoAnalista,De 11 a 30 % - Baixo,0.696428571,0.303571429,0,,,,,,,,,,,6477380,0,12,0,1995,Acima de 17 anos,1400000,TRUE,FALSE,0.935049145,75000,
6394,Lee Bartlett-Fletcher,Tracey Owen,JPAL72760231225093,92,0,,2018-12-04T10:48:15,0,0,350000,AprovadoAnalista,De 31 a 50 % - Médio,0.589285714,0.410714286,0.866025404,235000,,2020-06-30T03:00:00,2859234,1965929,2896083,930154,636326,2187158,205546,8212208,1900460,12,6311748,2017,De 0 a 5 anos,185400,FALSE,FALSE,0,49477,2020-11-17T14:50:53
6395,Clifford Cooper,Justin Quinn-Stanley,CKWJ48521633259803,5,0.526992319,0,2018-02-15T00:00:00,0,0,70000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
6396,Marc Thompson,Jack Ellis-Hawkins,OPER95401723782708,8,0.428657209,0,2020-05-25T00:00:00,6,28862.81,90000,AprovadoAnalista,De 31 a 50 % - Médio,0.642857143,0.357142857,0,40000,,2020-07-31T00:00:00,1371965,326598,1371965,1045366,0,12023,84974,1881447,1423064,7,458383,2019,De 0 a 5 anos,150000,FALSE,TRUE,1,2640,2020-11-17T16:50:52
6397,Billy Parkin,Pamela Webb,HHOJ68279840636309,0,0.437079798,0,2017-02-21T00:00:00,0,29700,100000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,60000,,2020-08-31T03:00:00,1928375,650756,1928375,207348,0,488143,974504,1830596,1238817,8,591779,2001,Acima de 17 anos,100000,FALSE,TRUE,1,27000,2020-11-17T18:15:28
6398,Ms. Carolyn Simmons,Jill Andrews-Greenwood,WBVG89681806288106,4,0.364980754,0,2015-12-30T00:00:00,0,0,60000,AprovadoAnalista,De 11 a 30 % - Baixo,0.785714286,0.214285714,0.878957754,60000,,2020-06-30T03:00:00,26088742,19924482,30898217,5526940,2350000,13573775,9960467,26448958,23966746,6,2482212,2014,De 6 a 10 anos,2500000,TRUE,FALSE,1,890951,2020-11-17T18:16:30
6399,Conor Bray,Nicholas Hunt,NTJX18140104449201,40,0.398037135,0,2016-07-29T00:00:00,81,1693918.99,2160000,EmAnaliseDocumentacao,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,0.972528644,,
6400,Carolyn Hill,Tony Cooper-Clarke,NBXE63082525418389,5,0.460146996,0,2016-04-20T00:00:00,30,462717.79,900000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,-0.768161907,600000,,2019-12-31T03:00:00,8677386,4053661,9683541,1277473,5152406,4457149,3274958,20421216,9434729,12,10986487,2003,Acima de 17 anos,801000,FALSE,FALSE,1,495000,2020-11-17T18:17:34
6401,Janet Hobbs,Dr. Bernard Holland,ATGS92759954072982,0,0.525048773,0,2016-11-21T00:00:00,37,123333.34,800000,AprovadoAnalista,De 11 a 30 % - Baixo,0.696428571,0.303571429,0,420000,,2019-12-31T03:00:00,5995088,3504037,6584298,2369407,980424,2268121,1620809,15287388,6005752,12,9281636,2015,De 0 a 5 anos,100000,FALSE,TRUE,1,485990,2020-11-17T18:37:15
6402,Amelia Reid,Mrs. Geraldine Gray,PXNS26198304149891,21,0.395552161,0,2011-06-27T00:00:00,70,54935.49,50000,EmAnaliseDocumentacao,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
6403,Amelia Reid,Mrs. Geraldine Gray,PXNS26198304149891,21,0.395552161,0,2011-06-27T00:00:00,70,54935.49,50000,AprovadoAnalista,De 31 a 50 % - Médio,0.660714286,0.339285714,0.866025404,50000,,,,,,,,,,61149400,0,12,0,2005,De 11 a 16 anos,50000,FALSE,FALSE,1,658600,2020-11-17T18:38:37
6404,Marc Thompson,Jack Ellis-Hawkins,OPER95401723782708,8,0.428657209,0,2020-05-25T00:00:00,6,28862.81,150000,ReprovadoAnalista,De 31 a 50 % - Médio,0.642857143,0.357142857,0,,,2020-07-31T00:00:00,1371965,326598,1371965,1045366,0,12023,84974,1881447,1423064,7,458383,2019,De 0 a 5 anos,150000,FALSE,TRUE,1,2640,
6405,Clifford Cooper,Justin Quinn-Stanley,CKWJ48521633259803,5,0.526992319,0,2018-02-15T00:00:00,0,0,70000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
6406,Ms. Deborah Reed,Brenda Jones,GCDR26237694041913,4,0.627851341,0,2010-03-31T00:00:00,268,318300,390000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.910714286,0.089285714,0,390000,,2019-12-31T03:00:00,5154333,3039260,7986537,1844721,50551,1274432,2595696,28328845,7030115,12,21298730,1986,Acima de 17 anos,500000,FALSE,FALSE,1,474744,2020-11-17T19:05:22
6407,Antony Morgan,Dr. Ruth Kaur,ZSMR25034964983719,10,0.409537812,0,2015-08-26T00:00:00,39,9392,100000,AprovadoAnalista,De 11 a 30 % - Baixo,0.714285714,0.285714286,0,40000,,2020-07-31T03:00:00,1105875,1351875,1118001,231907,706024,5000,1227980,709943,37238,7,672705,1995,Acima de 17 anos,100000,FALSE,FALSE,1,16200,2020-11-17T19:07:55
6408,Brenda Clarke,Dr. Mohamed Phillips,APRH60376910869961,36,0.50483049,0,2011-10-14T00:00:00,48,95983.74,150000,AprovadoAnalista,De 11 a 30 % - Baixo,0.696428571,0.303571429,0,120000,,2019-12-31T03:00:00,914942,355509,922394,71052,495833,497220,103615,3320956,3085470,12,235486,2010,De 6 a 10 anos,50000,FALSE,TRUE,1,280500,2020-11-18T10:58:59
